sim_time,cart_joint_position,pole_joint_position,cart_joint_velocity,pole_joint_velocity,control_input_0
1.438000000,0.007102158,-0.006392638,-0.007703028,0.027156933,0.056638089
1.458000000,0.006956207,-0.005868451,-0.006978349,0.025444258,0.050908561
1.478000000,0.006823853,-0.005377765,-0.006334210,0.023800153,0.045619870
1.498000000,0.006703558,-0.004919201,-0.005763991,0.022225220,0.040748003
1.518000000,0.006593913,-0.004491372,-0.005261459,0.020719637,0.036269464
1.538000000,0.006493628,-0.004092894,-0.004820763,0.019283210,0.032161376
1.558000000,0.006401530,-0.003722388,-0.004436416,0.017915403,0.028401545
1.578000000,0.006316546,-0.003378491,-0.004103283,0.016615388,0.024968513
1.598000000,0.006237707,-0.003059859,-0.003816570,0.015382076,0.021841599
1.618000000,0.006164134,-0.002765171,-0.003571807,0.014214156,0.019000914
1.638000000,0.006095033,-0.002493137,-0.003364834,0.013110123,0.016427387
1.658000000,0.006029693,-0.002242495,-0.003191788,0.012068312,0.014102765
1.678000000,0.005967474,-0.002012022,-0.003049086,0.011086926,0.012009621
1.698000000,0.005907807,-0.001800530,-0.002933414,0.010164057,0.010131345
1.718000000,0.005850185,-0.001606871,-0.002841714,0.009297711,0.008452142
1.738000000,0.005794159,-0.001429935,-0.002771164,0.008485827,0.006957018
1.758000000,0.005739336,-0.001268658,-0.002719173,0.007726301,0.005631766
1.778000000,0.005685372,-0.001122016,-0.002683361,0.007016994,0.004462949
1.798000000,0.005631969,-0.000989016,-0.002661030,0.006357607,0.003427261
1.818000000,0.005578877,-0.000868696,-0.002651108,0.005742748,0.002520631
1.838000000,0.005525862,-0.000760214,-0.002651882,0.005169942,0.001756343
1.858000000,0.005472735,-0.000662720,-0.002661084,0.004639256,0.001099114
1.878000000,0.005419346,-0.000575398,-0.002677273,0.004148418,0.000540085
1.898000000,0.005365568,-0.000497475,-0.002699133,0.003695254,0.000070661
1.918000000,0.005311303,-0.000428220,-0.002725475,0.003277676,-0.000317376
1.938000000,0.005256471,-0.000366944,-0.002755228,0.002893666,-0.000631815
1.958000000,0.005201015,-0.000312998,-0.002787433,0.002541278,-0.000879983
1.978000000,0.005144897,-0.000265769,-0.002821236,0.002218633,-0.001068736
1.998000000,0.005088092,-0.000224683,-0.002855881,0.001923921,-0.001204466
2.018000000,0.005030591,-0.000189200,-0.002890703,0.001655398,-0.001293105
2.038000000,0.004972397,-0.000158815,-0.002925119,0.001411388,-0.001340145
2.058000000,0.004913524,-0.000133056,-0.002958626,0.001190280,-0.001350658
2.078000000,0.004853995,-0.000111482,-0.002990788,0.000990537,-0.001329308
2.098000000,0.004793841,-0.000093681,-0.003021238,0.000810684,-0.001280383
2.118000000,0.004733100,-0.000079272,-0.003049664,0.000649316,-0.001207806
2.138000000,0.004671816,-0.000067899,-0.003075811,0.000505096,-0.001115160
2.158000000,0.004610035,-0.000059234,-0.003099471,0.000376751,-0.001005710
2.178000000,0.004547810,-0.000052973,-0.003120479,0.000263075,-0.000882421
2.198000000,0.004485195,-0.000048834,-0.003138711,0.000162924,-0.000747975
2.218000000,0.004422247,-0.000046560,-0.003154079,0.000075219,-0.000604794
2.238000000,0.004359024,-0.000045913,-0.003166526,-0.000001061,-0.000455056
2.258000000,0.004295584,-0.000046675,-0.003176022,-0.000066876,-0.000300711
2.276000000,0.004238352,-0.000048400,-0.003182042,-0.000117910,-0.000143498
2.298000000,0.004168290,-0.000051647,-0.003186220,-0.000170851,0.000016729
2.318000000,0.004104553,-0.000055513,-0.003186920,-0.000210452,0.000175336
2.338000000,0.004040834,-0.000060089,-0.003184753,-0.000242804,0.000331963
2.358000000,0.003977189,-0.000065240,-0.003179819,-0.000268709,0.000486530
2.378000000,0.003913672,-0.000070844,-0.003172194,-0.000288802,0.000638056
2.398000000,0.003850336,-0.000076792,-0.003161966,-0.000303675,0.000785718
2.418000000,0.003787233,-0.000082985,-0.003149232,-0.000313882,0.000928826
2.438000000,0.003724411,-0.000089336,-0.003134098,-0.000319936,0.001066812
2.458000000,0.003661917,-0.000095766,-0.003116674,-0.000322315,0.001199213
2.478000000,0.003599796,-0.000102208,-0.003097074,-0.000321458,0.001325656
2.498000000,0.003538089,-0.000108601,-0.003075416,-0.000317772,0.001445856
2.518000000,0.003476837,-0.000114893,-0.003051820,-0.000311630,0.001559597
2.538000000,0.003416078,-0.000121038,-0.003026406,-0.000303374,0.001666734
2.558000000,0.003355845,-0.000126998,-0.002999294,-0.000293318,0.001767176
2.578000000,0.003296172,-0.000132739,-0.002970606,-0.000281748,0.001860888
2.598000000,0.003237089,-0.000138235,-0.002940458,-0.000268924,0.001947876
2.618000000,0.003178624,-0.000143462,-0.002908969,-0.000255081,0.002028192
2.638000000,0.003120803,-0.000148404,-0.002876252,-0.000240434,0.002101918
2.658000000,0.003063648,-0.000153046,-0.002842419,-0.000225174,0.002169169
2.678000000,0.003007182,-0.000157377,-0.002807579,-0.000209475,0.002230086
2.698000000,0.002951422,-0.000161391,-0.002771837,-0.000193490,0.002284831
2.718000000,0.002896386,-0.000165084,-0.002735294,-0.000177359,0.002333587
2.738000000,0.002842089,-0.000168453,-0.002698048,-0.000161202,0.002376549
2.758000000,0.002788543,-0.000171500,-0.002660193,-0.000145127,0.002413928
2.778000000,0.002735761,-0.000174227,-0.002621817,-0.000129228,0.002445942
2.796000000,0.002688916,-0.000176412,-0.002586905,-0.000115137,0.002470356
2.816000000,0.002637608,-0.000178545,-0.002547774,-0.000099789,0.002494790
2.838000000,0.002582077,-0.000180543,-0.002504405,-0.000083351,0.002512090
2.858000000,0.002532425,-0.000182050,-0.002464762,-0.000068867,0.002524956
2.878000000,0.002483567,-0.000183272,-0.002424985,-0.000054865,0.002533625
2.898000000,0.002435506,-0.000184220,-0.002385138,-0.000041380,0.002538333
2.918000000,0.002388241,-0.000184904,-0.002345282,-0.000028438,0.002539312
2.938000000,0.002341774,-0.000185336,-0.002305473,-0.000016060,0.002536793
2.958000000,0.002296101,-0.000185527,-0.002265764,-0.000004262,0.002531001
2.978000000,0.002251221,-0.000185488,-0.002226204,0.000006946,0.002522155
2.998000000,0.002207131,-0.000185231,-0.002186840,0.000017558,0.002510471
3.018000000,0.002163825,-0.000184769,-0.002147712,0.000027574,0.002496157
3.038000000,0.002121298,-0.000184112,-0.002108859,0.000036996,0.002479413
3.058000000,0.002079546,-0.000183274,-0.002070318,0.000045829,0.002460435
3.076000000,0.002042624,-0.000182374,-0.002035924,0.000053281,0.002441598
