sim_time,cart_joint_position,pole_joint_position,cart_joint_velocity,pole_joint_velocity,control_input_0
3.016000000,-0.019573523,0.002012727,0.019241620,-0.002140192,-0.024835843
3.038000000,-0.019155181,0.001966362,0.018828596,-0.002080621,-0.024273892
3.060000000,-0.018745814,0.001921281,0.018424850,-0.002023180,-0.023776413
3.080000000,-0.018381280,0.001881375,0.018065648,-0.001972748,-0.023291219
3.100000000,-0.018023850,0.001842460,0.017713724,-0.001923962,-0.022817885
3.120000000,-0.017673380,0.001804502,0.017368902,-0.001876768,-0.022355999
3.140000000,-0.017329730,0.001767471,0.017031011,-0.001831110,-0.021905170
3.160000000,-0.016992763,0.001731338,0.016699889,-0.001786934,-0.021465020
3.180000000,-0.016662346,0.001696071,0.016375376,-0.001744189,-0.021035189
3.200000000,-0.016338348,0.001661645,0.016057319,-0.001702820,-0.020615333
3.220000000,-0.016020641,0.001628031,0.015745571,-0.001662777,-0.020205123
3.240000000,-0.015709101,0.001595204,0.015439989,-0.001624009,-0.019804242
3.260000000,-0.015403606,0.001563139,0.015140434,-0.001586468,-0.019412391
3.280000000,-0.015104037,0.001531811,0.014846773,-0.001550106,-0.019029281
3.300000000,-0.014810278,0.001501199,0.014558875,-0.001514876,-0.018654636
3.320000000,-0.014522215,0.001471278,0.014276616,-0.001480733,-0.018288195
3.338000000,-0.014267735,0.001444925,0.014027302,-0.001450898,-0.017929707
3.360000000,-0.013962732,0.001413432,0.013728529,-0.001415537,-0.017578931
3.380000000,-0.013691096,0.001385465,0.013462468,-0.001384401,-0.017235640
3.400000000,-0.013424725,0.001358111,0.013201581,-0.001354186,-0.016899613
3.420000000,-0.013163516,0.001331351,0.012945759,-0.001324856,-0.016570643
3.440000000,-0.012907368,0.001305169,0.012694896,-0.001296374,-0.016248529
3.460000000,-0.012656184,0.001279547,0.012448892,-0.001268705,-0.015933080
3.480000000,-0.012409868,0.001254470,0.012207646,-0.001241816,-0.015624115
