sim_time,cart_joint_position,pole_joint_position,cart_joint_velocity,pole_joint_velocity,control_input_0
2.266000000,0.004271153,-0.000047232,-0.003179614,-0.000090866,-0.000239298
2.286000000,0.004207496,-0.000049643,-0.003184995,-0.000143532,-0.000081250
2.306000000,0.004143765,-0.000053014,-0.003187451,-0.000187806,0.000077549
2.326000000,0.004080016,-0.000057185,-0.003187025,-0.000224462,0.000235806
2.346000000,0.004016306,-0.000062012,-0.003183777,-0.000254224,0.000392386
2.366000000,0.003952692,-0.000067365,-0.003177781,-0.000277767,0.000546302
2.386000000,0.003889228,-0.000073127,-0.003169120,-0.000295719,0.000696706
2.406000000,0.003825965,-0.000079192,-0.003157890,-0.000308664,0.000842871
2.426000000,0.003762953,-0.000085465,-0.003144192,-0.000317145,0.000984186
2.446000000,0.003700242,-0.000091864,-0.003128134,-0.000321663,0.001120143
2.466000000,0.003637877,-0.000098314,-0.003109828,-0.000322683,0.001250329
2.486000000,0.003575902,-0.000104750,-0.003089392,-0.000320632,0.001374414
2.506000000,0.003514358,-0.000111114,-0.003066944,-0.000315903,0.001492146
2.526000000,0.003453284,-0.000117358,-0.003042604,-0.000308858,0.001603343
2.546000000,0.003392716,-0.000123439,-0.003016494,-0.000299829,0.001707883
2.566000000,0.003332689,-0.000129320,-0.002988733,-0.000289116,0.001805701
2.586000000,0.003273234,-0.000134972,-0.002959441,-0.000276997,0.001896779
2.606000000,0.003214381,-0.000140367,-0.002928737,-0.000263721,0.001981144
2.626000000,0.003156156,-0.000145487,-0.002896737,-0.000249516,0.002058859
2.646000000,0.003098585,-0.000150314,-0.002863553,-0.000234585,0.002130023
2.666000000,0.003041689,-0.000154836,-0.002829297,-0.000219115,0.002194761
2.686000000,0.002985489,-0.000159045,-0.002794075,-0.000203269,0.002253223
2.706000000,0.002930003,-0.000162933,-0.002757991,-0.000187196,0.002305580
2.726000000,0.002875247,-0.000166500,-0.002721146,-0.000171027,0.002352020
2.746000000,0.002821236,-0.000169742,-0.002683636,-0.000154878,0.002392747
2.764000000,0.002773272,-0.000172386,-0.002649384,-0.000140445,0.002424692
2.784000000,0.002720708,-0.000175020,-0.002610859,-0.000124604,0.002455158
